objectid,seg_id,hundred_block_score,l_hundred_block,r_hundred_block,street_class,street_class_name
293,421584,2.66666667,1700 W HARPER ST,1700 W HARPER ST,5,Local
294,420199,2,900 N 17TH ST,900 N 17TH ST,4,Collector
295,420074,2,1600 SEYBERT ST,1600 SEYBERT ST,5,Local
296,521238,2,1300 N 17TH ST,1300 N 17TH ST,4,Collector
297,521257,2,1700 MASTER ST,1700 MASTER ST,4,Collector
298,521297,2,1600 MASTER ST,1600 MASTER ST,4,Collector
299,521296,2,1600 MASTER ST,1600 MASTER ST,4,Collector
300,420231,4,900 N CARLISLE ST,900 N CARLISLE ST,5,Local
301,421556,2,1400 POPLAR ST,1400 POPLAR ST,4,Collector
302,421532,2.66666667,900 N 15TH ST,900 N 15TH ST,4,Collector
303,421555,2,1500 POPLAR ST,1500 POPLAR ST,4,Collector
304,421526,2,900 N 16TH ST,900 N 16TH ST,4,Collector
305,421521,2.33333333,1500 OGDEN ST,1500 OGDEN ST,5,Local
306,421540,2.66666667,1600 RIDGE AVE,1600 RIDGE AVE,3,Minor Arterial
307,421456,2.66666667,1600 RIDGE AVE,1600 RIDGE AVE,3,Minor Arterial
308,421531,2.66666667,1600 PARRISH ST,1600 PARRISH ST,4,Collector
309,421529,2.40681291,800 N 16TH ST,800 N 16TH ST,4,Collector
310,421523,2.33333333,1500 PARRISH ST,1500 PARRISH ST,4,Collector
311,421535,2.66666667,800 N 15TH ST,800 N 15TH ST,4,Collector
312,421530,2.40681291,800 N 16TH ST,800 N 16TH ST,4,Collector
313,421457,2.66666667,1600 RIDGE AVE,1600 RIDGE AVE,3,Minor Arterial
314,421544,2.5,800 LELAND ST,800 LELAND ST,5,Local
315,421553,2,1600 FRANCIS ST,1600 FRANCIS ST,4,Collector
316,421491,1.77777778,800 N 17TH ST,800 N 17TH ST,4,Collector
317,421490,2.66666667,1600 PARRISH ST,1600 PARRISH ST,5,Local
318,421590,2,1800 RIDGE AVE,1800 RIDGE AVE,3,Minor Arterial
319,421512,2,1700 VINEYARD ST,1700 VINEYARD ST,5,Local
320,421537,2.66666667,1700 RIDGE AVE,1700 RIDGE AVE,3,Minor Arterial
321,421583,2,1700 POPLAR ST,1700 POPLAR ST,4,Collector
322,421486,2.40681291,800 N 16TH ST,800 N 16TH ST,4,Collector
323,421487,2.40681291,800 N 16TH ST,800 N 16TH ST,4,Collector
324,421489,3.33333333,1600 RENO ST,1600 RENO ST,5,Local
325,421586,2.66666667,900 N 18TH ST,900 N 18TH ST,4,Collector
326,422104,2.66666667,1600 OGDEN ST,1600 OGDEN ST,5,Local
327,421536,2.66666667,1700 RIDGE AVE,1700 RIDGE AVE,3,Minor Arterial
328,421554,2.66666667,1700 FRANCIS ST,1700 FRANCIS ST,4,Collector
329,421587,2,1700 CAMBRIDGE ST,1700 CAMBRIDGE ST,5,Local
330,420213,2,1600 CAMBRIDGE ST,1600 CAMBRIDGE ST,5,Local
331,420206,2,900 N 17TH ST,900 N 17TH ST,4,Collector
332,421564,2,900 N 17TH ST,900 N 17TH ST,4,Collector
333,421558,2,1700 POPLAR ST,1700 POPLAR ST,4,Collector
334,421559,2,1600 POPLAR ST,1600 POPLAR ST,4,Collector
335,421524,2,1400 PARRISH ST,1400 PARRISH ST,4,Collector
336,421465,2.88888889,800 BURNS ST,800 BURNS ST,5,Local
337,422019,2.66666667,1400 BROWN ST,1400 BROWN ST,4,Collector
338,421373,1.33333333,1800 JOHN F KENNEDY BLVD,1800 JOHN F KENNEDY BLVD,2,Major Arterial
648,421165,1.33333333,1600 LATIMER ST,1600 LATIMER ST,5,Local
339,422056,2,0 N 19TH ST,0 N 19TH ST,3,Minor Arterial
340,421343,2,0 N 19TH ST,0 N 19TH ST,3,Minor Arterial
341,421341,1.66666667,1900 COMMERCE ST,1900 COMMERCE ST,5,Local
342,421374,1.33333333,1900 JOHN F KENNEDY BLVD,1900 JOHN F KENNEDY BLVD,2,Major Arterial
343,421340,1.33333333,0 N 20TH ST,0 N 20TH ST,3,Minor Arterial
344,421304,2,0 S 19TH ST,0 S 19TH ST,3,Minor Arterial
345,421342,1.33333333,0 N 20TH ST,0 N 20TH ST,3,Minor Arterial
346,421316,2,1900 MARKET ST,1900 MARKET ST,2,Major Arterial
347,421320,2,1800 LUDLOW ST,1800 LUDLOW ST,5,Local
348,421321,1.77777778,1700 LUDLOW ST,1700 LUDLOW ST,5,Local
349,421323,2,0 S 18TH ST,0 S 18TH ST,3,Minor Arterial
350,421367,1.77777778,1800 CUTHBERT ST,1800 CUTHBERT ST,5,Local
351,421415,1.33333333,0 N 20TH ST,0 N 20TH ST,3,Minor Arterial
352,421385,2,0 N 19TH ST,0 N 19TH ST,3,Minor Arterial
353,421386,2,0 N 19TH ST,0 N 19TH ST,3,Minor Arterial
354,421375,2,1900 CUTHBERT ST,1900 CUTHBERT ST,5,Local
355,421380,1.77777778,100 N 20TH ST,100 N 20TH ST,3,Minor Arterial
356,421381,1.77777778,100 N 20TH ST,100 N 20TH ST,3,Minor Arterial
357,420850,2,2000 CHERRY ST,2000 CHERRY ST,4,Collector
358,421410,2,100 N 21ST ST,100 N 21ST ST,3,Minor Arterial
359,421416,1.33333333,2000 CUTHBERT ST,2000 CUTHBERT ST,5,Local
360,421411,1.33333333,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
361,421378,1.33333333,2000 APPLETREE ST,2000 APPLETREE ST,5,Local
362,422093,1.33333333,2000 ARCH ST,2000 ARCH ST,3,Minor Arterial
363,422165,2,100 N 21ST ST,100 N 21ST ST,3,Minor Arterial
364,421295,2,2000 MARKET ST,2000 MARKET ST,2,Major Arterial
365,421412,1.33333333,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
366,421413,1.33333333,2100 WALDEN ST,2100 WALDEN ST,5,Local
367,422912,1.33333333,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
368,421294,1.33333333,2100 MARKET ST,2100 MARKET ST,2,Major Arterial
369,421282,1.33333333,2100 LUDLOW ST,2100 LUDLOW ST,5,Local
370,422914,1.66666667,0 N 22ND ST,0 N 22ND ST,3,Minor Arterial
473,423003,1.33333333,1900 WOOD ST,1900 WOOD ST,5,Local
474,422075,1.33333333,1900 SHAMOKIN ST,1900 SHAMOKIN ST,5,Local
475,422343,2,1800 CALLOWHILL ST,1800 CALLOWHILL ST,3,Minor Arterial
476,422069,1.33333333,400 N 19TH ST,400 N 19TH ST,3,Minor Arterial
477,420763,1.33333333,300 N 18TH ST,300 N 18TH ST,3,Minor Arterial
478,421991,1.33333333,0 VINE ST,1800 VINE ST,3,Minor Arterial
479,420757,1.33333333,300 N 19TH ST,300 N 19TH ST,3,Minor Arterial
480,421990,0,1900 VINE ST,1900 VINE ST,3,Minor Arterial
481,422001,1.33333333,300 N 20TH ST,300 N 20TH ST,3,Minor Arterial
482,420740,0,300 N 17TH ST,300 N 17TH ST,4,Collector
483,420731,0,300 N 16TH ST,300 N 16TH ST,3,Minor Arterial
484,421992,1.33333333,0 VINE ST,1700 VINE ST,3,Minor Arterial
485,422079,0,300 N 16TH ST,300 N 16TH ST,3,Minor Arterial
486,422158,0,0 N 18TH ST,0 N 18TH ST,3,Minor Arterial
487,422159,0,0 N 17TH ST,0 N 17TH ST,3,Minor Arterial
488,422319,2,200 N 16TH ST,200 N 16TH ST,3,Minor Arterial
489,420849,1.33333333,1500 RACE ST,1500 RACE ST,3,Minor Arterial
490,420847,1.33333333,1500 RACE ST,1500 RACE ST,3,Minor Arterial
491,422368,2,200 N 16TH ST,200 N 16TH ST,3,Minor Arterial
492,422345,1.33333333,200 N 17TH ST,200 N 17TH ST,3,Minor Arterial
493,422253,1.33333333,1700 VINE ST,0 VINE ST,3,Minor Arterial
494,420843,1.33333333,1600 RACE ST,1600 RACE ST,3,Minor Arterial
495,421377,1.33333333,1800 ARCH ST,1800 ARCH ST,3,Minor Arterial
496,421384,2,100 N 19TH ST,100 N 19TH ST,3,Minor Arterial
497,421388,1.33333333,100 N 18TH ST,100 N 18TH ST,3,Minor Arterial
498,421392,1.33333333,1800 CHERRY ST,1800 CHERRY ST,4,Collector
499,421376,1.33333333,1900 ARCH ST,1900 ARCH ST,3,Minor Arterial
500,421391,1.33333333,1900 CHERRY ST,1900 CHERRY ST,4,Collector
501,420860,2,2000 CHERRY ST,2000 CHERRY ST,4,Collector
502,421423,2,100 N WOODSTOCK ST,100 N WOODSTOCK ST,5,Local
503,420857,2,2000 CHERRY ST,2000 CHERRY ST,4,Collector
504,421424,2,100 N LAMBERT ST,100 N LAMBERT ST,5,Local
505,421426,1.33333333,2000 RACE ST,2000 RACE ST,3,Minor Arterial
506,421379,1.77777778,100 N 20TH ST,100 N 20TH ST,3,Minor Arterial
507,421427,1.33333333,2000 RACE ST,2000 RACE ST,3,Minor Arterial
508,421332,1.66666667,1600 MARKET ST,1600 MARKET ST,2,Major Arterial
509,421333,1.33333333,1500 MARKET ST,1500 MARKET ST,2,Major Arterial
510,421359,1.33333333,1600 ARCH ST,1600 ARCH ST,3,Minor Arterial
511,421390,1.33333333,0 N 18TH ST,0 N 18TH ST,3,Minor Arterial
512,421389,1.33333333,0 N 18TH ST,0 N 18TH ST,3,Minor Arterial
513,421371,0,0 N 17TH ST,0 N 17TH ST,3,Minor Arterial
514,421981,1.66666667,0 N 16TH ST,0 N 16TH ST,3,Minor Arterial
515,421363,1.66666667,0 N 16TH ST,0 N 16TH ST,3,Minor Arterial
516,421369,1.55555556,1600 CUTHBERT ST,1600 CUTHBERT ST,5,Local
517,421362,1.66666667,0 N 16TH ST,0 N 16TH ST,3,Minor Arterial
518,421345,2,1600 JOHN F KENNEDY BLVD,1600 JOHN F KENNEDY BLVD,2,Major Arterial
519,421372,0,0 N 17TH ST,0 N 17TH ST,3,Minor Arterial
520,421344,1.33333333,1700 JOHN F KENNEDY BLVD,1700 JOHN F KENNEDY BLVD,2,Major Arterial
521,421775,1.33333333,2200 ASPEN ST,2200 ASPEN ST,5,Local
522,421739,1.33333333,2400 MEREDITH ST,2400 MEREDITH ST,5,Local
523,421735,1.33333333,700 N 25TH ST,700 N 25TH ST,4,Collector
524,421780,1.33333333,700 N 24TH ST,700 N 24TH ST,4,Collector
525,422206,1.33333333,700 N 23RD ST,700 N 23RD ST,4,Collector
526,422190,1.33333333,2300 OLIVE ST,2300 OLIVE ST,5,Local
527,422332,1.33333333,700 N 24TH ST,700 N 24TH ST,4,Collector
528,421778,1.33333333,700 N 24TH ST,700 N 24TH ST,4,Collector
529,422333,1.33333333,700 N 24TH ST,700 N 24TH ST,4,Collector
530,421727,1.66666667,2400 ASPEN ST,2400 ASPEN ST,5,Local
531,421728,1.66666667,2400 ASPEN ST,2400 ASPEN ST,5,Local
532,421784,1.33333333,700 N 23RD ST,700 N 23RD ST,4,Collector
533,421814,1.33333333,600 N 22ND ST,600 N 22ND ST,4,Collector
534,421811,1.33333333,600 N 22ND ST,600 N 22ND ST,4,Collector
535,421792,1.33333333,2300 FAIRMOUNT AVE,2300 FAIRMOUNT AVE,3,Minor Arterial
536,421791,1.33333333,2200 FAIRMOUNT AVE,2200 FAIRMOUNT AVE,3,Minor Arterial
537,421810,1.33333333,600 N 23RD ST,600 N 23RD ST,4,Collector
538,421809,1.33333333,600 N 23RD ST,600 N 23RD ST,4,Collector
539,420372,1.33333333,2200 WALLACE ST,2200 WALLACE ST,5,Local
540,421785,1.33333333,600 N 23RD ST,600 N 23RD ST,4,Collector
574,421215,1.33333333,1900 RITTENHOUSE SQ,1900 RITTENHOUSE SQ,5,Local
575,421940,1.33333333,2200 MANNING ST,2200 MANNING ST,5,Local
576,421249,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
577,421252,1.33333333,2200 RITTENHOUSE SQ,2200 RITTENHOUSE SQ,5,Local
578,421234,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
579,421233,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
580,421232,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
581,421251,1.33333333,2200 LATIMER ST,2200 LATIMER ST,5,Local
582,421248,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
583,421247,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
584,421250,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
585,421978,1.33333333,2200 SPRUCE ST,2200 SPRUCE ST,4,Collector
586,421222,1.66666667,200 S 20TH ST,200 S 20TH ST,3,Minor Arterial
587,422086,1.33333333,200 S VAN PELT ST,200 S VAN PELT ST,5,Local
588,422085,1.66666667,200 S 21ST ST,200 S 21ST ST,3,Minor Arterial
589,421216,1.33333333,2000 LOCUST ST,2000 LOCUST ST,4,Collector
590,421217,1.33333333,2000 LOCUST ST,2000 LOCUST ST,4,Collector
591,422349,1.66666667,200 S 21ST ST,200 S 21ST ST,3,Minor Arterial
592,422967,1.66666667,200 S 21ST ST,200 S 21ST ST,3,Minor Arterial
593,421230,1.66666667,200 S 21ST ST,200 S 21ST ST,3,Minor Arterial
594,421229,1.66666667,200 S 21ST ST,200 S 21ST ST,3,Minor Arterial
595,422257,2,200 S WOODSTOCK ST,200 S WOODSTOCK ST,5,Local
596,422258,2,200 S WOODSTOCK ST,200 S WOODSTOCK ST,5,Local
597,422169,2,2000 SAINT JAMES ST,2000 SAINT JAMES ST,5,Local
598,421952,1.33333333,1800 MANNING ST,1800 MANNING ST,5,Local
599,421949,1.33333333,1800 SPRUCE ST,1800 SPRUCE ST,3,Minor Arterial
600,421187,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
601,421176,1.33333333,200 S 16TH ST,200 S 16TH ST,3,Minor Arterial
602,421186,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
603,421195,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
604,421194,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
605,421174,1.33333333,200 S 16TH ST,200 S 16TH ST,3,Minor Arterial
606,421175,1.33333333,200 S 16TH ST,200 S 16TH ST,3,Minor Arterial
607,421245,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
608,421236,1.33333333,2200 WALNUT ST,2200 WALNUT ST,2,Major Arterial
609,421270,1.33333333,2200 SANSOM ST,2200 SANSOM ST,3,Minor Arterial
610,421231,1.33333333,100 S 22ND ST,100 S 22ND ST,3,Minor Arterial
611,421287,1.33333333,100 S 24TH ST,100 S 24TH ST,5,Local
612,421277,1.33333333,100 S 23RD ST,100 S 23RD ST,3,Minor Arterial
613,421262,1.33333333,2300 IONIC ST,2300 IONIC ST,5,Local
614,421261,1.33333333,2300 IONIC ST,2300 IONIC ST,5,Local
615,421263,1.33333333,100 S BONSALL ST,100 S BONSALL ST,5,Local
616,421264,1.33333333,2300 SANSOM ST,2300 SANSOM ST,5,Local
617,421237,1.33333333,2100 WALNUT ST,2100 WALNUT ST,2,Major Arterial
618,421211,1.33333333,2100 WALNUT ST,2100 WALNUT ST,2,Major Arterial
619,422087,1.33333333,100 S VAN PELT ST,100 S VAN PELT ST,5,Local
620,421276,1.33333333,100 S 23RD ST,100 S 23RD ST,3,Minor Arterial
621,421289,1.33333333,2200 CHESTNUT ST,2200 CHESTNUT ST,2,Major Arterial
622,421269,1.33333333,100 S 22ND ST,100 S 22ND ST,3,Minor Arterial
623,421290,1.33333333,2100 CHESTNUT ST,2100 CHESTNUT ST,2,Major Arterial
624,421266,1.33333333,100 S VAN PELT ST,100 S VAN PELT ST,5,Local
625,421787,1.33333333,500 N 23RD ST,500 N 23RD ST,4,Collector
626,422076,0,300 N 21ST ST,300 N 21ST ST,3,Minor Arterial
627,422077,1.33333333,1900 CALLOWHILL ST,1900 CALLOWHILL ST,3,Minor Arterial
628,420676,1.33333333,400 N 20TH ST,400 N 20TH ST,3,Minor Arterial
629,420695,1.33333333,300 N 20TH ST,300 N 20TH ST,3,Minor Arterial
630,420677,0,2000 PENNSYLVANIA AVE,2000 PENNSYLVANIA AVE,3,Minor Arterial
631,420751,0,0 BENJAMIN FRANKLIN PKWY,2000 BENJAMIN FRANKLIN PKWY,2,Major Arterial
632,422074,0,0 BENJAMIN FRANKLIN PKWY,2100 BENJAMIN FRANKLIN PKWY,2,Major Arterial
633,420700,0,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
634,422212,0,0 BENJAMIN FRANKLIN PKWY,0 BENJAMIN FRANKLIN PKWY,2,Major Arterial
635,420659,0,0 N 22ND ST,0 N 22ND ST,3,Minor Arterial
636,420671,0,0 N 22ND ST,0 N 22ND ST,3,Minor Arterial
637,420662,0,0 N 22ND ST,0 N 22ND ST,3,Minor Arterial
638,420729,0,2100 BENJAMIN FRANKLIN PKWY,0 BENJAMIN FRANKLIN PKWY,2,Major Arterial
639,420728,0,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
640,422217,0,0 BENJAMIN FRANKLIN PKWY,0 BENJAMIN FRANKLIN PKWY,2,Major Arterial
641,420707,0,0 N 21ST ST,0 N 21ST ST,3,Minor Arterial
642,420530,1.33333333,2100 SPRING GARDEN ST,0 SPRING GARDEN ST,2,Major Arterial
643,420613,1.33333333,500 N 21ST ST,500 N 21ST ST,3,Minor Arterial
644,420618,0,2000 HAMILTON ST,2000 HAMILTON ST,5,Local
645,422073,0,400 N 21ST ST,400 N 21ST ST,3,Minor Arterial
646,421168,1.55555556,200 S 15TH ST,200 S 15TH ST,3,Minor Arterial
647,421167,1.55555556,200 S 15TH ST,200 S 15TH ST,3,Minor Arterial
649,421166,1.33333333,1500 LATIMER ST,1500 LATIMER ST,5,Local
650,421202,1.33333333,1700 LOCUST ST,1700 LOCUST ST,4,Collector
651,422415,0,200 MOZART PL,200 MOZART PL,5,Local
652,421197,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
653,422244,1.33333333,1700 RITTENHOUSE SQ,1700 RITTENHOUSE SQ,5,Local
654,422245,1.33333333,1700 RITTENHOUSE SQ,1700 RITTENHOUSE SQ,5,Local
655,421190,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
656,421203,1.33333333,1700 SCHUBERT ALY,1700 SCHUBERT ALY,5,Local
657,421188,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
658,421189,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
659,421191,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
660,421953,1.33333333,1700 MANNING ST,1700 MANNING ST,5,Local
661,421198,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
662,421169,1.55555556,200 S 15TH ST,200 S 15TH ST,3,Minor Arterial
663,421960,1.33333333,1500 SPRUCE ST,1500 SPRUCE ST,3,Minor Arterial
664,421956,1.33333333,1500 SPRUCE ST,1500 SPRUCE ST,3,Minor Arterial
665,421178,1.33333333,200 S 16TH ST,200 S 16TH ST,3,Minor Arterial
666,421955,1.33333333,1600 SPRUCE ST,1600 SPRUCE ST,3,Minor Arterial
667,421206,2,1800 RITTENHOUSE SQ,1800 RITTENHOUSE SQ,3,Minor Arterial
668,421160,1.33333333,1500 LOCUST ST,1500 LOCUST ST,4,Collector
669,421159,1.33333333,1500 LOCUST ST,1500 LOCUST ST,4,Collector
670,421158,1.33333333,1600 LOCUST ST,1600 LOCUST ST,4,Collector
671,421177,1.33333333,200 S 16TH ST,200 S 16TH ST,3,Minor Arterial
541,420397,1.33333333,2200 MOUNT VERNON ST,2200 MOUNT VERNON ST,5,Local
542,421786,1.33333333,600 N 23RD ST,600 N 23RD ST,4,Collector
543,420432,1.33333333,2200 GREEN ST,2200 GREEN ST,4,Collector
544,421818,1.33333333,2300 GREEN ST,2300 GREEN ST,4,Collector
545,421815,1.33333333,600 N 24TH ST,600 N 24TH ST,4,Collector
546,421779,1.33333333,600 N 24TH ST,600 N 24TH ST,4,Collector
547,422416,0,200 MOZART PL,200 MOZART PL,5,Local
548,421201,1.33333333,1700 LOCUST ST,1700 LOCUST ST,4,Collector
549,421196,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
550,421199,1.66666667,200 S 18TH ST,200 S 18TH ST,3,Minor Arterial
551,421950,2.66666667,1700 SPRUCE ST,1700 SPRUCE ST,3,Minor Arterial
552,421954,1.33333333,1600 SPRUCE ST,1600 SPRUCE ST,3,Minor Arterial
553,421192,1.66666667,200 S 17TH ST,200 S 17TH ST,3,Minor Arterial
554,422352,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
555,422351,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
556,422973,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
557,421239,1.33333333,2100 LOCUST ST,2100 LOCUST ST,4,Collector
558,421240,1.33333333,2100 LOCUST ST,2100 LOCUST ST,4,Collector
559,421209,2,200 W RITTENHOUSE SQ,200 W RITTENHOUSE SQ,3,Minor Arterial
560,421205,1.33333333,1900 RITTENHOUSE SQ,1900 RITTENHOUSE SQ,3,Minor Arterial
561,421210,2,200 W RITTENHOUSE SQ,200 W RITTENHOUSE SQ,3,Minor Arterial
562,421951,1.77777778,1900 MANNING ST,1900 MANNING ST,5,Local
563,421204,1.33333333,200 S 19TH ST,200 S 19TH ST,3,Minor Arterial
564,421246,1.33333333,200 S 23RD ST,200 S 23RD ST,3,Minor Arterial
565,421238,1.33333333,2200 LOCUST ST,2200 LOCUST ST,4,Collector
566,421930,1.33333333,2200 SAINT JAMES PL,2200 SAINT JAMES PL,5,Local
567,421235,1.33333333,200 S 22ND ST,200 S 22ND ST,3,Minor Arterial
568,421935,1.33333333,2100 SPRUCE ST,2100 SPRUCE ST,3,Minor Arterial
569,422084,1.33333333,2000 RITTENHOUSE SQ,2000 RITTENHOUSE SQ,5,Local
570,421934,1.33333333,1900 SPRUCE ST,1900 SPRUCE ST,3,Minor Arterial
571,421947,1.33333333,200 S 19TH ST,200 S 19TH ST,3,Minor Arterial
572,421937,1.33333333,2000 SPRUCE ST,2000 SPRUCE ST,3,Minor Arterial
573,421936,1.33333333,2100 SPRUCE ST,2100 SPRUCE ST,3,Minor Arterial
439,420259,1.33333333,2200 BROWN ST,2200 BROWN ST,4,Collector
440,420200,1.33333333,2100 POPLAR ST,2100 POPLAR ST,4,Collector
441,420195,1.33333333,2200 POPLAR ST,2200 POPLAR ST,4,Collector
442,420208,1.33333333,800 N 23RD ST,800 N 23RD ST,4,Collector
443,420219,1.33333333,800 N 23RD ST,800 N 23RD ST,4,Collector
444,420226,1.33333333,800 N 23RD ST,800 N 23RD ST,4,Collector
445,420224,1.33333333,2200 MYRTLE ST,2200 MYRTLE ST,5,Local
446,420211,1.33333333,2200 OGDEN ST,2200 OGDEN ST,5,Local
447,420223,0,800 N 22ND ST,800 N 22ND ST,4,Collector
448,420210,0,800 N 22ND ST,800 N 22ND ST,4,Collector
449,420254,1.33333333,800 N 23RD ST,800 N 23RD ST,4,Collector
450,420256,1.33333333,2200 BROWN ST,2200 BROWN ST,4,Collector
451,421764,1.33333333,2300 PARRISH ST,2300 PARRISH ST,5,Local
452,420193,1.33333333,2300 POPLAR ST,2200 POPLAR ST,4,Collector
453,420191,1.33333333,2300 POPLAR ST,2300 POPLAR ST,4,Collector
454,421761,1.33333333,800 JUDSON ST,800 JUDSON ST,5,Local
455,422355,1.33333333,2000 PARRISH ST,2000 PARRISH ST,5,Local
456,420265,1.33333333,800 N 21ST ST,800 N 21ST ST,4,Collector
457,422340,1.66666667,2000 BROWN ST,2000 BROWN ST,4,Collector
458,420266,1.33333333,2100 BROWN ST,2100 BROWN ST,4,Collector
459,420263,1.33333333,800 N BEECHWOOD ST,800 N BEECHWOOD ST,5,Local
460,420264,1.33333333,2100 BROWN ST,2100 BROWN ST,4,Collector
461,420187,1.33333333,2300 POPLAR ST,2300 POPLAR ST,4,Collector
462,421758,1.33333333,800 N 24TH ST,800 N 24TH ST,4,Collector
463,421759,1.33333333,800 N 24TH ST,800 N 24TH ST,4,Collector
464,421750,1.33333333,2400 PARRISH ST,2400 PARRISH ST,5,Local
465,420184,2,2400 POPLAR ST,2300 POPLAR ST,4,Collector
466,420735,1.33333333,1800 WOOD ST,1800 WOOD ST,5,Local
467,420713,1.33333333,300 N 18TH ST,300 N 18TH ST,3,Minor Arterial
468,420734,1.33333333,300 N 18TH ST,300 N 18TH ST,3,Minor Arterial
469,420714,1.33333333,1800 CARLTON ST,1800 CARLTON ST,5,Local
470,420705,1.33333333,300 N 19TH ST,300 N 19TH ST,3,Minor Arterial
471,420720,1.33333333,300 N 19TH ST,300 N 19TH ST,3,Minor Arterial
472,422068,1.33333333,400 N 20TH ST,400 N 20TH ST,3,Minor Arterial
874,421144,2,1500 MORAVIAN ST,1500 MORAVIAN ST,5,Local
875,421173,1.66666667,100 S 16TH ST,100 S 16TH ST,3,Minor Arterial
876,421153,1.33333333,100 S 15TH ST,100 S 15TH ST,3,Minor Arterial
877,421155,1.55555556,200 S 15TH ST,200 S 15TH ST,3,Minor Arterial
878,421154,1.55555556,200 S 15TH ST,200 S 15TH ST,3,Minor Arterial
879,421183,2,100 S 17TH ST,100 S 17TH ST,3,Minor Arterial
880,421172,1.66666667,100 S 16TH ST,100 S 16TH ST,3,Minor Arterial
881,421152,1.33333333,100 S 15TH ST,100 S 15TH ST,3,Minor Arterial
882,421184,2,100 S 17TH ST,100 S 17TH ST,3,Minor Arterial
883,421162,2,1600 WALNUT ST,1600 WALNUT ST,2,Major Arterial
884,421164,1.33333333,1500 WALNUT ST,1500 WALNUT ST,2,Major Arterial
885,421146,1.33333333,200 S SYDENHAM ST,200 S SYDENHAM ST,5,Local
886,421163,1.33333333,1500 WALNUT ST,1500 WALNUT ST,2,Major Arterial
887,421207,2,1800 WALNUT ST,1800 WALNUT ST,2,Major Arterial
888,421214,1.33333333,1900 WALNUT ST,1900 WALNUT ST,2,Major Arterial
889,421213,1.33333333,1900 WALNUT ST,1900 WALNUT ST,2,Major Arterial
890,421212,1.66666667,2000 WALNUT ST,2000 WALNUT ST,2,Major Arterial
891,421181,2,1700 MORAVIAN ST,1700 MORAVIAN ST,5,Local
892,421315,2,1700 RANSTEAD ST,1700 RANSTEAD ST,5,Local
893,421136,2,1600 CHESTNUT ST,1600 CHESTNUT ST,2,Major Arterial
894,421328,2,0 S 17TH ST,0 S 17TH ST,3,Minor Arterial
895,421329,2,100 S 17TH ST,100 S 17TH ST,3,Minor Arterial
896,421996,2,100 S 19TH ST,100 S 19TH ST,3,Minor Arterial
897,421301,2,1800 SANSOM ST,1800 SANSOM ST,3,Minor Arterial
898,421302,1.66666667,1700 SANSOM ST,1700 SANSOM ST,3,Minor Arterial
899,421208,2,1700 WALNUT ST,1700 WALNUT ST,2,Major Arterial
900,421999,2,100 S 18TH ST,100 S 18TH ST,3,Minor Arterial
901,420028,2.66666667,2400 W THOMPSON ST,2400 W THOMPSON ST,4,Collector
902,420038,3.33333333,2300 W THOMPSON ST,2300 W THOMPSON ST,4,Collector
903,420051,3.33333333,1200 N 23RD ST,1200 N 23RD ST,4,Collector
904,420027,2,1300 N 24TH ST,1300 N 24TH ST,4,Collector
905,521189,2,2400 MASTER ST,2400 MASTER ST,4,Collector
906,521207,2,1300 N 24TH ST,1300 N 24TH ST,4,Collector
907,521208,2,1300 N 24TH ST,1300 N 24TH ST,4,Collector
908,521190,1.33333333,2300 MASTER ST,2300 MASTER ST,4,Collector
909,521228,2,2400 SEYBERT ST,2400 SEYBERT ST,5,Local
910,420037,2.66666667,1300 N 23RD ST,1300 N 23RD ST,4,Collector
911,521286,3.33333333,2100 SEYBERT ST,2100 SEYBERT ST,5,Local
