objectid,seg_id,hundred_block_score,l_hundred_block,r_hundred_block,street_class,street_class_name
1979,321805,2.66666667,2000 ANNIN ST,2000 ANNIN ST,5,Local
1980,321791,1.66666667,1100 S 21ST ST,1100 S 21ST ST,4,Collector
1981,321658,2,2000 KIMBALL ST,2000 KIMBALL ST,5,Local
1982,321474,2,2000 CARPENTER ST,2000 CARPENTER ST,4,Collector
1983,321653,1.33333333,900 S 21ST ST,900 S 21ST ST,4,Collector
1984,321657,2,1000 S 21ST ST,1000 S 21ST ST,4,Collector
1985,321655,1.66666667,1100 S 21ST ST,1100 S 21ST ST,4,Collector
1986,321459,2,2000 WASHINGTON AVE,2000 WASHINGTON AVE,2,Major Arterial
1987,321597,1.33333333,2200 LEAGUE ST,2200 LEAGUE ST,5,Local
1988,321675,1.33333333,1000 S 23RD ST,1000 S 23RD ST,3,Minor Arterial
1989,321589,1.33333333,2100 MONTROSE ST,2100 MONTROSE ST,5,Local
1990,321654,2,1000 S 21ST ST,1000 S 21ST ST,4,Collector
1991,321473,1.33333333,2100 CARPENTER ST,2100 CARPENTER ST,4,Collector
1992,321661,1.33333333,900 S 22ND ST,900 S 22ND ST,3,Minor Arterial
1993,321457,2.33333333,2200 WASHINGTON AVE,2200 WASHINGTON AVE,2,Major Arterial
1994,321662,1.33333333,1000 S 22ND ST,1000 S 22ND ST,3,Minor Arterial
1995,321463,2,2100 ELLSWORTH ST,2100 ELLSWORTH ST,4,Collector
1996,321795,2.34188034,1100 S 22ND ST,1100 S 22ND ST,3,Minor Arterial
1997,321801,1.33333333,2100 ANNIN ST,2100 ANNIN ST,5,Local
1998,321796,2.34188034,1100 S 22ND ST,1100 S 22ND ST,3,Minor Arterial
1999,321458,2.33333333,2100 WASHINGTON AVE,2100 WASHINGTON AVE,2,Major Arterial
2000,321674,1.33333333,1000 S 23RD ST,1000 S 23RD ST,3,Minor Arterial
2001,322753,1.33333333,800 S 22ND ST,800 S 22ND ST,3,Minor Arterial
2002,321659,1.33333333,800 S 22ND ST,800 S 22ND ST,3,Minor Arterial
2003,323193,1.33333333,800 S 22ND ST,800 S 22ND ST,3,Minor Arterial
2004,321089,2,2200 CHRISTIAN ST,2200 CHRISTIAN ST,4,Collector
2005,322754,1.33333333,800 S 22ND ST,800 S 22ND ST,3,Minor Arterial
2006,321090,1.33333333,2100 CHRISTIAN ST,2100 CHRISTIAN ST,4,Collector
2007,322895,1.33333333,2100 WEBSTER ST,2100 WEBSTER ST,5,Local
2008,323186,2,2200 NORFOLK ST,2200 NORFOLK ST,5,Local
2009,323179,1.33333333,800 S 24TH ST,800 S 24TH ST,4,Collector
2010,322758,1.33333333,800 S 24TH ST,800 S 24TH ST,4,Collector
2011,321660,1.33333333,900 S 22ND ST,900 S 22ND ST,3,Minor Arterial
2012,322756,1.55555556,800 S 23RD ST,800 S 23RD ST,3,Minor Arterial
2013,321088,2,2300 CHRISTIAN ST,2300 CHRISTIAN ST,4,Collector
2014,321087,2,2400 CHRISTIAN ST,2400 CHRISTIAN ST,4,Collector
2015,322897,2,2300 MONTROSE ST,2300 MONTROSE ST,5,Local
2016,321677,1.33333333,900 S 24TH ST,900 S 24TH ST,4,Collector
2017,321678,1.33333333,900 S 24TH ST,900 S 24TH ST,4,Collector
2018,321679,1.33333333,900 S 24TH ST,900 S 24TH ST,4,Collector
2019,321587,1.33333333,2400 MONTROSE ST,2400 MONTROSE ST,5,Local
2020,321686,1.33333333,900 S 25TH ST,900 S 25TH ST,3,Minor Arterial
2021,321687,1.33333333,900 S 25TH ST,900 S 25TH ST,3,Minor Arterial
2022,321081,2,2500 GRAYS FERRY AVE,2500 GRAYS FERRY AVE,3,Minor Arterial
2023,322898,2,2300 MONTROSE ST,2300 MONTROSE ST,5,Local
2024,321670,1.55555556,900 S 23RD ST,900 S 23RD ST,3,Minor Arterial
2025,321596,1.66666667,900 S BONSALL ST,900 S BONSALL ST,5,Local
2026,321470,2,2300 CARPENTER ST,2300 CARPENTER ST,4,Collector
2027,321467,2,2200 FEDERAL ST,2200 FEDERAL ST,4,Collector
2028,321469,2,2400 CARPENTER ST,2400 CARPENTER ST,4,Collector
2029,321701,2,1100 S 23RD ST,1100 S 23RD ST,3,Minor Arterial
2030,321462,2.66666667,2200 ELLSWORTH ST,2200 ELLSWORTH ST,4,Collector
2031,321703,2,1200 S 23RD ST,1200 S 23RD ST,3,Minor Arterial
2032,321466,2,2300 FEDERAL ST,2300 FEDERAL ST,4,Collector
2033,321465,2,2300 FEDERAL ST,2300 FEDERAL ST,4,Collector
2034,321464,2,2300 FEDERAL ST,2300 FEDERAL ST,4,Collector
2035,321700,2.73333333,1100 S 24TH ST,1100 S 24TH ST,4,Collector
2036,321461,2.13333333,2300 ELLSWORTH ST,2300 ELLSWORTH ST,4,Collector
2037,321698,2.73333333,1100 S 24TH ST,1100 S 24TH ST,4,Collector
2038,321697,2.73333333,1100 S 24TH ST,1100 S 24TH ST,4,Collector
2039,321456,1.33333333,2300 WASHINGTON AVE,2300 WASHINGTON AVE,2,Major Arterial
2074,321741,2.66666667,1400 S 27TH ST,1400 S 27TH ST,4,Collector
2075,321565,2,2600 OAKFORD ST,2600 OAKFORD ST,4,Collector
2076,322182,4,2700 LATONA ST,2700 LATONA ST,5,Local
2077,322183,2.66666667,2600 LATONA ST,2600 LATONA ST,5,Local
2078,321719,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2079,321571,2,2600 FEDERAL ST,2600 FEDERAL ST,4,Collector
2080,321717,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2081,321715,2.66666667,1100 S 27TH ST,1100 S 27TH ST,4,Collector
2082,321841,2.85714286,2600 ANNIN ST,2600 ANNIN ST,5,Local
2083,321716,2.66666667,1100 S 27TH ST,1100 S 27TH ST,4,Collector
2084,321838,2.66666667,2700 ELLSWORTH ST,2700 ELLSWORTH ST,4,Collector
2085,321714,2.66666667,1100 S 27TH ST,1100 S 27TH ST,4,Collector
2086,321840,3,2600 ALTER ST,2600 ALTER ST,5,Local
2087,321578,1.66666667,2600 GRAYS FERRY AVE,2600 GRAYS FERRY AVE,2,Major Arterial
2088,321577,1.66666667,2600 GRAYS FERRY AVE,2600 GRAYS FERRY AVE,2,Major Arterial
2089,321579,2.66666667,2700 GRAYS FERRY AVE,2700 GRAYS FERRY AVE,2,Major Arterial
2090,322981,2.66666667,2700 GRAYS FERRY AVE,2700 GRAYS FERRY AVE,2,Major Arterial
2091,321730,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2092,321729,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2093,321574,3.11111111,2700 FEDERAL ST,2700 FEDERAL ST,4,Collector
2094,321843,4,2700 MANTON ST,2700 MANTON ST,5,Local
2095,322181,2.66666667,1200 S NEWKIRK ST,1200 S NEWKIRK ST,5,Local
2096,321562,1.77777778,2800 OAKFORD ST,2800 OAKFORD ST,4,Collector
2097,322180,2.66666667,1200 S DOVER ST,1200 S DOVER ST,5,Local
2098,321554,2.66666667,2800 WHARTON ST,2800 WHARTON ST,4,Collector
2099,321555,2.66666667,2800 WHARTON ST,2800 WHARTON ST,4,Collector
2100,321546,2,2800 REED ST,2800 REED ST,4,Collector
2101,322203,2.66666667,1300 S NEWKIRK ST,1300 S NEWKIRK ST,5,Local
2102,322161,2.66666667,2900 REED ST,2900 REED ST,4,Collector
2103,322160,2.66666667,2900 REED ST,2900 REED ST,4,Collector
2104,322078,2.66666667,1300 S 29TH ST,1300 S 29TH ST,4,Collector
2105,321553,2.66666667,2800 WHARTON ST,2800 WHARTON ST,4,Collector
2106,322174,2.66666667,2900 WHARTON ST,2900 WHARTON ST,4,Collector
2107,322199,2.93333333,1300 S HOLLYWOOD ST,1300 S HOLLYWOOD ST,5,Local
2108,322173,2.66666667,2900 WHARTON ST,2900 WHARTON ST,4,Collector
2109,322198,2.66666667,1300 S MYRTLEWOOD ST,1300 S MYRTLEWOOD ST,5,Local
2110,322172,2.66666667,2900 WHARTON ST,2900 WHARTON ST,4,Collector
2111,322171,2.66666667,3000 WHARTON ST,3000 WHARTON ST,4,Collector
2112,322170,2.66666667,3000 WHARTON ST,3000 WHARTON ST,4,Collector
2113,322196,3.33333333,1300 S STANLEY ST,1300 S STANLEY ST,5,Local
2114,322169,2.66666667,3000 WHARTON ST,3000 WHARTON ST,4,Collector
2115,322100,2.66666667,1300 S 31ST ST,1300 S 31ST ST,4,Collector
2116,322087,2.66666667,1200 S 30TH ST,1200 S 30TH ST,4,Collector
2117,322104,2.66666667,1200 S 32ND ST,1200 S 32ND ST,4,Collector
2118,322090,2.66666667,1200 S 30TH ST,1200 S 30TH ST,4,Collector
2119,322088,2.66666667,1200 S 30TH ST,1200 S 30TH ST,4,Collector
2120,322179,2.66666667,3000 TITAN ST,3000 TITAN ST,5,Local
2121,322099,2.66666667,1200 S 31ST ST,1200 S 31ST ST,4,Collector
2122,322197,2.66666667,1300 S CORLIES ST,1300 S CORLIES ST,5,Local
2123,322086,2.66666667,1200 S 29TH ST,1200 S 29TH ST,4,Collector
2124,321561,1.77777778,2800 OAKFORD ST,2800 OAKFORD ST,4,Collector
2125,322085,2.66666667,1200 S 29TH ST,1200 S 29TH ST,4,Collector
2126,321544,2,2800 REED ST,2800 REED ST,4,Collector
2127,322202,2.66666667,1300 S DOVER ST,1300 S DOVER ST,5,Local
2128,321545,2,2800 REED ST,2800 REED ST,4,Collector
2129,322166,2.66666667,3100 WHARTON ST,3100 WHARTON ST,4,Collector
2130,322176,2.66666667,1200 S PATTON ST,1200 S PATTON ST,5,Local
2131,322168,2.66666667,3100 WHARTON ST,3100 WHARTON ST,4,Collector
2132,322167,2.66666667,3100 WHARTON ST,3100 WHARTON ST,4,Collector
2133,322177,1.33333333,1200 S NAPA ST,1200 S NAPA ST,5,Local
2134,322772,2,2900 OAKFORD ST,2900 OAKFORD ST,4,Collector
2135,321582,2,2800 GRAYS FERRY AVE,2800 GRAYS FERRY AVE,2,Major Arterial
2136,322109,2,2900 GRAYS FERRY AVE,2900 GRAYS FERRY AVE,2,Major Arterial
2137,322111,2,3100 GRAYS FERRY AVE,3100 GRAYS FERRY AVE,2,Major Arterial
2138,322113,2,3100 GRAYS FERRY AVE,3100 GRAYS FERRY AVE,2,Major Arterial
2139,322931,2,1100 S 31ST ST,1100 S 31ST ST,5,Local
2140,322200,1.33333333,1400 S DOVER ST,1400 S DOVER ST,5,Local
2141,322201,2.66666667,1400 S NEWKIRK ST,1400 S NEWKIRK ST,5,Local
2142,322105,2.66666667,1300 S 32ND ST,1300 S 32ND ST,4,Collector
2143,322158,2.33333333,3000 REED ST,3000 REED ST,4,Collector
2144,322091,2.66666667,1300 S 30TH ST,1300 S 30TH ST,4,Collector
2145,322092,2,1400 S 30TH ST,1400 S 30TH ST,4,Collector
2146,322159,2.66666667,2900 REED ST,2900 REED ST,4,Collector
2147,322079,2,1400 S 29TH ST,1400 S 29TH ST,4,Collector
2148,322162,2.66666667,3100 REED ST,3100 REED ST,4,Collector
2149,322163,2.33333333,3000 REED ST,3000 REED ST,4,Collector
2150,322157,2.33333333,3000 REED ST,3000 REED ST,4,Collector
2151,322137,2.33333333,3100 TASKER ST,3100 TASKER ST,3,Minor Arterial
2152,322136,2.33333333,3100 TASKER ST,3100 TASKER ST,3,Minor Arterial
2153,322135,2.33333333,3100 TASKER ST,3100 TASKER ST,3,Minor Arterial
2154,322151,2,2900 DICKINSON ST,2900 DICKINSON ST,4,Collector
2155,322150,2,2900 DICKINSON ST,2900 DICKINSON ST,4,Collector
2156,322149,2,3000 DICKINSON ST,3000 DICKINSON ST,4,Collector
2157,321720,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2158,322184,2.66666667,2600 TITAN ST,2600 TITAN ST,5,Local
2159,321721,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2160,321722,2.66666667,1300 S 27TH ST,1300 S 27TH ST,4,Collector
2161,321557,2.66666667,2600 WHARTON ST,2600 WHARTON ST,4,Collector
2162,322185,2.66666667,2700 TITAN ST,2700 TITAN ST,5,Local
2163,321733,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2164,321734,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2165,321556,2.66666667,2700 WHARTON ST,2700 WHARTON ST,4,Collector
2166,321735,2.53140097,1300 S 28TH ST,1300 S 28TH ST,4,Collector
2167,322186,2.66666667,2700 SEARS ST,2700 SEARS ST,5,Local
2168,321732,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2169,321564,2.44444444,2700 OAKFORD ST,2700 OAKFORD ST,4,Collector
2170,321563,1.77777778,2800 OAKFORD ST,2800 OAKFORD ST,4,Collector
2171,321731,2.66666667,1200 S 28TH ST,1200 S 28TH ST,4,Collector
2172,321711,2.66666667,1200 S 26TH ST,1200 S 26TH ST,4,Collector
2173,321844,2,2500 MANTON ST,2500 MANTON ST,5,Local
2040,321455,2.66666667,2400 WASHINGTON AVE,2400 WASHINGTON AVE,2,Major Arterial
2041,321688,1.33333333,1000 S 25TH ST,1000 S 25TH ST,3,Minor Arterial
2042,321689,1.33333333,1000 S 25TH ST,1000 S 25TH ST,3,Minor Arterial
2043,321690,1.33333333,1000 S 25TH ST,1000 S 25TH ST,3,Minor Arterial
2044,321693,2.33333333,1100 S 25TH ST,1100 S 25TH ST,3,Minor Arterial
2045,321573,2,2400 FEDERAL ST,2400 FEDERAL ST,4,Collector
2046,321692,2.33333333,1100 S 25TH ST,1100 S 25TH ST,3,Minor Arterial
2047,321460,3.11111111,2400 ELLSWORTH ST,2400 ELLSWORTH ST,4,Collector
2048,321691,2.33333333,1100 S 25TH ST,1100 S 25TH ST,3,Minor Arterial
2049,321694,2.66666667,1200 S 25TH ST,1200 S 25TH ST,3,Minor Arterial
2050,321845,3.33333333,2400 MANTON ST,2400 MANTON ST,5,Local
2051,321702,2,1200 S 24TH ST,1200 S 24TH ST,4,Collector
2052,321875,2.66666667,2200 TITAN ST,2200 TITAN ST,5,Local
2053,321870,2,1200 S 24TH ST,1200 S 24TH ST,4,Collector
2054,321447,2.88888889,2300 WHARTON ST,2300 WHARTON ST,4,Collector
2055,321871,2,1300 S 24TH ST,1300 S 24TH ST,4,Collector
2056,321437,3,2300 REED ST,2300 REED ST,4,Collector
2057,321568,2,2400 OAKFORD ST,2400 OAKFORD ST,4,Collector
2058,321446,2,2400 WHARTON ST,2400 WHARTON ST,4,Collector
2059,321712,2.66666667,1200 S 26TH ST,1200 S 26TH ST,4,Collector
2060,321724,2.66666667,1200 S 26TH ST,1200 S 26TH ST,4,Collector
2061,321725,2.66666667,1200 S 26TH ST,1200 S 26TH ST,4,Collector
2062,321726,2.66666667,1300 S 26TH ST,1300 S 26TH ST,4,Collector
2063,321727,2.66666667,1300 S 26TH ST,1300 S 26TH ST,4,Collector
2064,321746,2.66666667,1300 S 26TH ST,1300 S 26TH ST,4,Collector
2065,321551,2.66666667,2500 REED ST,2500 REED ST,4,Collector
2066,321747,2.66666667,1400 S 26TH ST,1400 S 26TH ST,4,Collector
2067,321748,2.66666667,1400 S 26TH ST,1400 S 26TH ST,4,Collector
2068,322187,2.16666667,2600 SEARS ST,2600 SEARS ST,5,Local
2069,321723,2.66666667,1300 S 27TH ST,1300 S 27TH ST,4,Collector
2070,322189,2.66666667,2600 EARP ST,2600 EARP ST,5,Local
2071,321740,2.66666667,1300 S 27TH ST,1300 S 27TH ST,4,Collector
2072,321550,3.33333333,2600 REED ST,2600 REED ST,4,Collector
2073,322204,1.33333333,2600 GERRITT ST,2600 GERRITT ST,5,Local
1940,321441,2.66666667,2000 REED ST,2000 REED ST,4,Collector
1941,322029,2.66666667,1300 S 21ST ST,1300 S 21ST ST,4,Collector
1942,321443,2.66666667,2000 REED ST,2000 REED ST,4,Collector
1943,321442,2.66666667,2000 REED ST,2000 REED ST,4,Collector
1944,322213,3.51515152,1300 S CAPITOL ST,1300 S CAPITOL ST,5,Local
1945,321950,2,1800 TITAN ST,1800 TITAN ST,5,Local
1946,321949,1.55555556,1900 TITAN ST,1900 TITAN ST,5,Local
1947,321937,2.66666667,1200 S 19TH ST,1200 S 19TH ST,4,Collector
1948,322246,2,1600 S BANCROFT ST,1600 S BANCROFT ST,5,Local
1949,321146,3.33333333,1600 TASKER ST,1600 TASKER ST,3,Minor Arterial
1950,321147,3.33333333,1600 TASKER ST,1600 TASKER ST,3,Minor Arterial
1951,321993,2,1600 S 18TH ST,1600 S 18TH ST,4,Collector
1952,321985,2,1500 S 16TH ST,1500 S 16TH ST,4,Collector
1953,321153,2,1400 TASKER ST,1400 TASKER ST,3,Minor Arterial
1954,322235,1.33333333,1500 S CARLISLE ST,1500 S CARLISLE ST,5,Local
1955,321983,2,1500 S 15TH ST,1500 S 15TH ST,4,Collector
1956,322236,2,1500 S HICKS ST,1500 S HICKS ST,5,Local
1957,322244,2,1500 S CHADWICK ST,1500 S CHADWICK ST,5,Local
1958,321987,2,1500 S 17TH ST,1500 S 17TH ST,4,Collector
1959,321191,2.66666667,1800 CARPENTER ST,1800 CARPENTER ST,4,Collector
1960,321192,2,1700 CARPENTER ST,1700 CARPENTER ST,4,Collector
1961,321626,2.66666667,900 S 18TH ST,900 S 18TH ST,4,Collector
1962,321622,1.33333333,1100 S 17TH ST,1100 S 17TH ST,4,Collector
1963,321623,1.33333333,1100 S 17TH ST,1100 S 17TH ST,4,Collector
1964,321646,2,1000 S 20TH ST,1000 S 20TH ST,4,Collector
1965,321647,2,1000 S 20TH ST,1000 S 20TH ST,4,Collector
1966,321648,2,1100 S 20TH ST,1100 S 20TH ST,4,Collector
1967,321183,1.33333333,2000 MONTROSE ST,2000 MONTROSE ST,5,Local
1968,321652,1.33333333,900 S 21ST ST,900 S 21ST ST,4,Collector
1969,321634,2.66666667,1000 S 19TH ST,1000 S 19TH ST,4,Collector
1970,321599,1.66666667,1900 LEAGUE ST,1900 LEAGUE ST,5,Local
1971,321785,1.33333333,1900 ALTER ST,1900 ALTER ST,5,Local
1972,321637,2.66666667,1100 S 19TH ST,1100 S 19TH ST,4,Collector
1973,321205,1.66666667,1900 ELLSWORTH ST,1900 ELLSWORTH ST,4,Collector
2376,322033,1.66666667,1500 S 21ST ST,1500 S 21ST ST,4,Collector
2377,321420,1.33333333,2100 MORRIS ST,2100 MORRIS ST,3,Minor Arterial
2378,322051,2,1600 S 22ND ST,1600 S 22ND ST,3,Minor Arterial
2379,322275,1.33333333,2100 FERNON ST,2100 FERNON ST,5,Local
2380,322050,2,1600 S 22ND ST,1600 S 22ND ST,3,Minor Arterial
2381,322049,2,1600 S 22ND ST,1600 S 22ND ST,3,Minor Arterial
2382,321423,2,2200 TASKER ST,2200 TASKER ST,3,Minor Arterial
2383,322270,2,1500 POINT BREEZE AVE,1500 POINT BREEZE AVE,4,Collector
2384,322269,2,2100 CROSS ST,2100 CROSS ST,5,Local
2385,322048,2.33333333,1500 S 22ND ST,1500 S 22ND ST,3,Minor Arterial
2386,322047,2.33333333,1500 S 22ND ST,1500 S 22ND ST,3,Minor Arterial
2387,322046,2.33333333,1500 S 22ND ST,1500 S 22ND ST,3,Minor Arterial
2388,321430,2.66666667,2100 DICKINSON ST,2100 DICKINSON ST,4,Collector
2389,322211,2,1500 POINT BREEZE AVE,1500 POINT BREEZE AVE,4,Collector
2390,321431,2.66666667,2100 DICKINSON ST,2100 DICKINSON ST,4,Collector
2391,322045,2.66666667,1400 S 22ND ST,1400 S 22ND ST,3,Minor Arterial
2392,322044,2.66666667,1400 S 22ND ST,1400 S 22ND ST,3,Minor Arterial
2393,321233,2.66666667,1800 DICKINSON ST,1800 DICKINSON ST,4,Collector
2394,321232,2.66666667,1900 DICKINSON ST,1900 DICKINSON ST,4,Collector
2395,321231,2.66666667,1900 DICKINSON ST,1900 DICKINSON ST,4,Collector
2396,321436,2.66666667,1900 DICKINSON ST,1900 DICKINSON ST,4,Collector
2397,321435,2.66666667,2000 DICKINSON ST,2000 DICKINSON ST,4,Collector
2398,321434,2.66666667,2000 DICKINSON ST,2000 DICKINSON ST,4,Collector
2399,321432,2.66666667,2000 DICKINSON ST,2000 DICKINSON ST,4,Collector
2400,321433,2.66666667,2000 DICKINSON ST,2000 DICKINSON ST,4,Collector
2401,322283,1.33333333,1500 DORRANCE ST,1500 DORRANCE ST,5,Local
2402,321248,2,1800 TASKER ST,1800 TASKER ST,3,Minor Arterial
2403,321247,2,1900 TASKER ST,1900 TASKER ST,3,Minor Arterial
2404,322282,1.33333333,1500 S GARNET ST,1500 S GARNET ST,5,Local
2405,322278,2.71428571,1500 S LAMBERT ST,1500 S LAMBERT ST,5,Local
2406,322291,2.22222222,1800 GERRITT ST,1800 GERRITT ST,5,Local
2407,322007,1.33333333,1400 S 19TH ST,1400 S 19TH ST,4,Collector
2408,322290,2.0952381,1900 GERRITT ST,1900 GERRITT ST,5,Local
2409,322008,1.33333333,1400 S 19TH ST,1400 S 19TH ST,4,Collector
2410,322009,1.33333333,1400 S 19TH ST,1400 S 19TH ST,4,Collector
2411,322261,1.33333333,1800 FERNON ST,1800 FERNON ST,5,Local
2412,322293,3,1900 WILDER ST,1900 WILDER ST,5,Local
2413,322030,2,1400 S 21ST ST,1400 S 21ST ST,4,Collector
2414,322210,2,1400 POINT BREEZE AVE,1400 POINT BREEZE AVE,4,Collector
2415,321235,2.66666667,1800 DICKINSON ST,1800 DICKINSON ST,4,Collector
2416,321234,2.66666667,1800 DICKINSON ST,1800 DICKINSON ST,4,Collector
2417,322284,1.33333333,1500 S CLEVELAND ST,1500 S CLEVELAND ST,5,Local
2418,321250,2,1800 TASKER ST,1800 TASKER ST,3,Minor Arterial
2419,321249,2,1800 TASKER ST,1800 TASKER ST,3,Minor Arterial
2420,322018,2,1400 S 20TH ST,1400 S 20TH ST,4,Collector
2421,322294,1.33333333,1800 WILDER ST,1800 WILDER ST,5,Local
2422,321890,2.66666667,1400 S 23RD ST,1400 S 23RD ST,3,Minor Arterial
2423,321898,2.66666667,2300 GERRITT ST,2300 GERRITT ST,5,Local
2424,321872,2.33333333,1400 S 24TH ST,1400 S 24TH ST,4,Collector
2425,321429,2.66666667,2200 DICKINSON ST,2200 DICKINSON ST,4,Collector
2426,321899,1.33333333,2200 GERRITT ST,2200 GERRITT ST,5,Local
2427,321897,2.66666667,2200 WILDER ST,2200 WILDER ST,5,Local
2428,321892,2.66666667,1400 S 23RD ST,1400 S 23RD ST,3,Minor Arterial
2429,321891,2.66666667,1400 S 23RD ST,1400 S 23RD ST,3,Minor Arterial
2430,322417,2.66666667,2200 GREENWICH ST,2200 GREENWICH ST,5,Local
2431,321893,2.66666667,1500 S 23RD ST,1500 S 23RD ST,3,Minor Arterial
2432,322058,2.66666667,1500 S 23RD ST,1500 S 23RD ST,3,Minor Arterial
2433,322268,2.66666667,2200 CROSS ST,2200 CROSS ST,5,Local
2434,322415,2,2300 CROSS ST,2300 CROSS ST,5,Local
2435,322060,2.66666667,1500 S 23RD ST,1500 S 23RD ST,3,Minor Arterial
2436,321422,2,2200 TASKER ST,2200 TASKER ST,3,Minor Arterial
2437,322062,1.33333333,1600 S 23RD ST,1600 S 23RD ST,3,Minor Arterial
2438,322414,2,2200 FERNON ST,2200 FERNON ST,5,Local
2439,322271,1.33333333,1600 POINT BREEZE AVE,1600 POINT BREEZE AVE,4,Collector
2440,321896,2.66666667,2300 WILDER ST,2300 WILDER ST,5,Local
2441,321873,2.33333333,1400 S 24TH ST,1400 S 24TH ST,4,Collector
2174,322205,2.44444444,2600 WILDER ST,2500 WILDER ST,5,Local
2175,321742,2.66666667,1400 S 27TH ST,1400 S 27TH ST,4,Collector
2176,321549,2.66666667,2700 REED ST,2700 REED ST,4,Collector
2177,321548,2.66666667,2700 REED ST,2700 REED ST,4,Collector
2178,321547,2.66666667,2700 REED ST,2700 REED ST,4,Collector
2179,321737,2.53140097,1300 S 28TH ST,1300 S 28TH ST,4,Collector
2180,321736,2.53140097,1300 S 28TH ST,1300 S 28TH ST,4,Collector
2181,322188,2.66666667,2700 EARP ST,2700 EARP ST,5,Local
2182,322822,4,2700 INGRAM ST,2700 INGRAM ST,5,Local
2183,321718,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2184,321558,2,2500 WHARTON ST,2500 WHARTON ST,4,Collector
2185,322748,2,2500 OAKFORD ST,2500 OAKFORD ST,4,Collector
2186,321882,2,1200 S TAYLOR ST,1200 S TAYLOR ST,5,Local
2187,321885,2.77777778,2400 REED ST,2400 REED ST,4,Collector
2188,321886,1.66666667,1300 S TAYLOR ST,1300 S TAYLOR ST,5,Local
2189,321567,2,2400 OAKFORD ST,2400 OAKFORD ST,4,Collector
2190,321560,2,2400 WHARTON ST,2400 WHARTON ST,4,Collector
2191,321728,2,1300 S 25TH ST,1300 S 25TH ST,3,Minor Arterial
2192,321559,2,2400 WHARTON ST,2400 WHARTON ST,4,Collector
2193,321696,2.66666667,1200 S 25TH ST,1200 S 25TH ST,3,Minor Arterial
2194,321566,2,2400 OAKFORD ST,2400 OAKFORD ST,4,Collector
2195,321695,2.66666667,1200 S 25TH ST,1200 S 25TH ST,3,Minor Arterial
2196,321883,2,1200 S RINGGOLD ST,1200 S RINGGOLD ST,5,Local
2197,321710,2.66666667,1200 S 26TH ST,1200 S 26TH ST,4,Collector
2198,322697,3.22222222,1200 S 27TH ST,1200 S 27TH ST,4,Collector
2199,322698,2,2600 MANTON ST,2600 MANTON ST,5,Local
2200,321706,2.66666667,1100 S 26TH ST,1100 S 26TH ST,4,Collector
2201,322982,2.66666667,2500 ALTER ST,2500 ALTER ST,5,Local
2202,322759,2.66666667,1100 S 26TH ST,1100 S 26TH ST,4,Collector
2203,322695,2.66666667,2500 ELLSWORTH ST,2500 ELLSWORTH ST,4,Collector
2204,321707,2.66666667,1100 S 26TH ST,1100 S 26TH ST,4,Collector
2205,321708,2.66666667,1100 S 26TH ST,1100 S 26TH ST,4,Collector
2206,321842,2.66666667,2500 ANNIN ST,2500 ANNIN ST,5,Local
2207,321709,2.66666667,1100 S 26TH ST,1100 S 26TH ST,4,Collector
2208,321572,2,2500 FEDERAL ST,2500 FEDERAL ST,4,Collector
2209,321575,2,2600 ELLSWORTH ST,2600 ELLSWORTH ST,4,Collector
2210,321812,1.33333333,1200 POINT BREEZE AVE,1200 POINT BREEZE AVE,4,Collector
2211,321813,1.33333333,1200 POINT BREEZE AVE,1200 POINT BREEZE AVE,4,Collector
2212,321629,2,1100 S 18TH ST,1100 S 18TH ST,4,Collector
2213,322906,2,1700 ALTER ST,1700 ALTER ST,5,Local
2214,321638,2.66666667,1100 S 19TH ST,1100 S 19TH ST,4,Collector
2215,321804,2,1100 S 20TH ST,1100 S 20TH ST,4,Collector
2216,321802,1.33333333,1900 ANNIN ST,1900 ANNIN ST,5,Local
2217,321792,1.66666667,1100 S 21ST ST,1100 S 21ST ST,4,Collector
2218,322986,1.66666667,1800 ELLSWORTH ST,1800 ELLSWORTH ST,4,Collector
2219,321206,1.66666667,1800 ELLSWORTH ST,1800 ELLSWORTH ST,4,Collector
2220,321639,2.66666667,1100 S 19TH ST,1100 S 19TH ST,4,Collector
2221,321468,2,2100 FEDERAL ST,2100 FEDERAL ST,4,Collector
2222,321817,2,2200 MANTON ST,2200 MANTON ST,5,Local
2223,321797,2,1200 S 22ND ST,1200 S 22ND ST,3,Minor Arterial
2224,321821,1.66666667,2100 MANTON ST,2100 MANTON ST,5,Local
2225,321798,2,1200 S 22ND ST,1200 S 22ND ST,3,Minor Arterial
2226,321808,1.66666667,2100 OAKFORD ST,2100 OAKFORD ST,4,Collector
2227,321799,2,1200 S 22ND ST,1200 S 22ND ST,3,Minor Arterial
